Drug_Protein Pair,Max DDT,Sum DDT,Max DDDT,Sum DDDT,Max DTTT,Sum DTTT,Max DTDT,Sum DTDT,degree of starting node,degree of ending node,max deg DDT,max deg DDDT,max deg DTTT,max deg DTDT,drug_centrality,target_centrality,betweenness_cen drug,betweenness_cen target,Label
"('CRIZOTINIB', 'FGFR1')",0.220704006,0.155029623,0.163991035,0.148262399,0.338770351,0.08177209,0.15,0.035781879,0.818471338,0.421875,0.851528384,0.898203593,0.757644394,0.913229018,0.754445609,0.732582129,1.02E-05,1,1
"('CRIZOTINIB', 'MET')",0.433192687,0.194572608,0.400369207,0.186698821,0.084419518,0.02787197,0.07,0.040773482,0.818471338,0.484375,0.857350801,0.902195609,0.944507361,0.93029872,0.754445609,0.821352314,1.02E-05,0.871972747,1
"('CRIZOTINIB', 'AREG')",0.329986905,0.088935355,0.27802441,0.091393726,0.084419518,0.022965644,0.07,0.025037493,0.818471338,0.078125,0.823871907,0.879241517,0.915062288,0.897581792,0.754445609,0.752404238,1.02E-05,0,1
"('CRIZOTINIB', 'ERBB2')",0.713139597,0.641520237,0.583668961,0.567806206,0.153199145,0.073958151,0.1694,0.117996876,0.818471338,1,0.917030568,0.943113772,0.944507361,0.93029872,0.754445609,0.773588067,1.02E-05,0.630828145,1
"('TRETINOIN', 'NR2C2')",0.759493671,0.123890519,0.346070292,0.010144942,0,0,0,0,0.162420382,0.03125,0.14992722,0.391217565,0,0,0.619725562,0.640844093,1.77E-05,0,1
"('TRETINOIN', 'FUS')",0,0,0,0,0,0,0,0,0.162420382,0.015625,0,0,0,0,0.619725562,0.705702492,1.77E-05,0,1
"('MIDOSTAURIN', 'FGFR1')",0.220704006,0.174872591,0.169960669,0.171201925,0,0,0.0405,0.011072056,0.923566879,0.421875,0.899563319,0.931137725,0,0.889046942,0.661852315,0.732582129,9.62E-05,1,1
"('DAUNORUBICIN', 'TOP1')",0.405063291,0.160274313,0.429368421,0.122250372,0.008661673,0.003880774,0.00102,0.000470025,0.853503185,0.171875,0.848617176,0.896207585,0.883352208,0.852062589,0.886716261,0.787041773,0.118573344,0.371395191,1
"('DAUNORUBICIN', 'TOP2A')",0.770829397,0.90803992,0.730669027,0.757275973,0.001518391,0.000511436,0.0594,0.01263015,0.853503185,0.5,0.898107715,0.930139721,0.485843715,0.852062589,0.886716261,0.689366785,0.118573344,0.192665955,1
"('DAUNORUBICIN', 'CBR1')",0.26189437,0.042720869,0.256353371,0.031363602,0,0,0.0021,0.00059422,0.853503185,0.0625,0.813682678,0.872255489,0,0.842105263,0.886716261,0.721588244,0.118573344,0,1
"('DAUNORUBICIN', 'ATP7B')",0.243037975,0.039644966,0.244670448,0.017633396,0,0,0.00108,0.000222613,0.853503185,0.0625,0.545851528,0.688622754,0,0.421052632,0.886716261,0.677826725,0.118573344,0,1
"('DAUNORUBICIN', 'HDAC2')",0.173955263,0.118293524,0.166530402,0.130287319,0.005774448,0.001393831,0.00345,0.000721148,0.853503185,0.296875,0.866084425,0.908183633,0.883352208,0.86344239,0.886716261,0.760336022,0.118573344,0.098563058,1
"('VORINOSTAT', 'HDAC2')",0.221068441,0.110207088,0.146323756,0.048467971,0,0,0.000225,4.39E-05,0.404458599,0.296875,0.66084425,0.76746507,0,0.608819346,0.625501253,0.760336022,0.000108608,0.098563058,1
"('LOMITAPIDE MESYLATE', 'PDIA1')",0.082853855,0.013515329,0.07614459,0.016506434,0,0,0,0,0.808917197,0.140625,0.787481805,0.854291417,0,0,0.721504816,0.792310332,8.61E-05,0.072265584,1
"('COPPER', 'PDIA1')",0,0,0,0,0.085712509,0.036151137,0.012168,0.003924234,0.031847134,0.140625,0,0,0.570781427,0.341394026,0.696411964,0.792310332,0.054728852,0.072265584,1
"('COPPER', 'RACK1')",0,0,0,0,0.180931639,0.078121848,0,0,0.031847134,0.046875,0,0,0.565118913,0,0.696411964,0.691328441,0.054728852,0,1
"('COPPER', 'ANXA5')",0,0,0,0,0,0,0,0,0.031847134,0.015625,0,0,0,0,0.696411964,0.648952621,0.054728852,0,1
"('COPPER', 'HNRPL')",0,0,0,0,0.008679748,0.003660875,0,0,0.031847134,0.046875,0,0,0.570781427,0,0.696411964,0.689469752,0.054728852,0,1
"('COPPER', 'CO5')",0,0,0,0,0.014905402,0.004559347,0.018252,0.005048233,0.031847134,0.09375,0,0,0.168742922,0.341394026,0.696411964,0.700880655,0.054728852,0.115003067,1
"('COPPER', 'PDIA3')",0,0,0,0,0.005455918,0.002054966,0.003744,0.001668424,0.031847134,0.046875,0,0,0.165345413,0.3371266,0.696411964,0.656427759,0.054728852,0,1
"('COPPER', 'PAI1')",0,0,0,0,0.070926938,0.019684266,0,0,0.031847134,0.296875,0,0,0.168742922,0,0.696411964,0.677627716,0.054728852,0.071877664,1
"('COPPER', 'LDHA')",0,0,0,0,0.23960076,0.098273997,0.0016,0.000312439,0.031847134,0.0625,0,0,0.565118913,0.244665718,0.696411964,0.733396887,0.054728852,0,1
"('COPPER', 'C1QBP')",0,0,0,0,0.221512223,0.064874404,0,0,0.031847134,0.03125,0,0,0.56398641,0,0.696411964,0.740812068,0.054728852,0,1
"('COPPER', 'STIP1')",0,0,0,0,0.180931639,0.04367312,0,0,0.031847134,0.015625,0,0,0.108720272,0,0.696411964,0.59316371,0.054728852,0,1
"('ZINC CHLORIDE', 'PDIA1')",0,0,0,0,0,0,0.012168,0.006092755,0.022292994,0.140625,0,0,0,0.342816501,0.62196779,0.792310332,0.053440799,0.072265584,1
"('ZINC CHLORIDE', 'CO5')",0,0,0,0,0.014905402,0.003597853,0.012168,0.005585823,0.022292994,0.09375,0,0,0.147225368,0.338549075,0.62196779,0.700880655,0.053440799,0.115003067,1
"('ZINC CHLORIDE', 'PDIA3')",0,0,0,0,0.004586278,0.001107032,0.022464,0.007887522,0.022292994,0.046875,0,0,0.147225368,0.33428165,0.62196779,0.656427759,0.053440799,0,1
"('ZINC CHLORIDE', 'ALDOA')",0,0,0,0,0.003115456,0.000752006,0.011232,0.005071666,0.022292994,0.046875,0,0,0.574178935,0.33428165,0.62196779,0.738796414,0.053440799,0,1
"('ZINC CHLORIDE', 'APOB')",0,0,0,0,0.015058039,0.003634696,0,0,0.022292994,0.234375,0,0,0.574178935,0,0.62196779,0.761339272,0.053440799,0.661593098,1
"('METHYLDOPA', 'PDIA1')",0.034982739,0.005706472,0.246501074,0.046869292,0,0,0.007488,0.005711384,0.671974522,0.140625,0.5356623,0.811377246,0,0.52916074,0.995058489,0.792310332,0.265503053,0.072265584,1
"('METHYLDOPA', 'CYB5')",0,0,0,0,0.012390985,0.003425327,0,0,0.671974522,0.03125,0,0,0.822197055,0,0.995058489,0.812104152,0.265503053,0,1
"('METHYLDOPA', 'CO5')",0.411392405,0.067107364,0.351592007,0.044757876,0.009172555,0.002214063,0.011232,0.006855692,0.671974522,0.09375,0.64628821,0.75748503,0.378255946,0.341394026,0.995058489,0.700880655,0.265503053,0.115003067,1
"('METHYLDOPA', 'PDIA3')",0,0,0,0,0.002675329,0.000645768,0.036504,0.011568248,0.671974522,0.046875,0,0,0.378255946,0.3371266,0.995058489,0.656427759,0.265503053,0,1
"('METHYLDOPA', 'COMT')",0.361663653,0.234558892,0.325353797,0.300095268,0.129576045,0.034416568,0,0,0.671974522,0.484375,0.791848617,0.857285429,0.823329558,0,0.995058489,0.763479986,0.265503053,0.207498405,1
"('METHYLDOPA', 'ALDOA')",0.080460299,0.013124886,0.076108553,0.006834836,0.074345905,0.018207184,0.027144,0.011612771,0.671974522,0.046875,0.526928675,0.675648703,0.823329558,0.52916074,0.995058489,0.738796414,0.265503053,0,1
"('RALOXIFENE HYDROCHLORIDE', 'PDIA1')",0.460299195,0.075085163,0.423025504,0.075374423,0,0,0,0,0.875796178,0.140625,0.787481805,0.854291417,0,0,0.734275321,0.792310332,0.000195092,0.072265584,1
"('TENECTEPLASE', 'ANXA2')",0,0,0,0,0,0,0,0,0.003184713,0.0625,0,0,0,0,0.138184057,0.667244868,0,0,1
"('TENECTEPLASE', 'PAI1')",0,0,0,0,0,0,0,0,0.003184713,0.296875,0,0,0,0,0.138184057,0.677627716,0,0.071877664,1
"('SODIUM STIBOGLUCONATE', 'TOP1')",0.271392405,0.063336527,0.220100148,0.035145806,0,0,0,0,0.382165605,0.171875,0.633187773,0.748502994,0,0,0.66585956,0.787041773,0.00022325,0.371395191,1
"('IRINOTECAN', 'TOP1')",0.528686503,0.158163148,0.417459877,0.121636172,0.234992339,0.056722245,0.000144,4.45E-05,0.958598726,0.171875,0.895196507,0.928143713,0.900339751,0.889046942,0.928782329,0.787041773,0.086492776,0.371395191,1
"('IRINOTECAN', 'ATM')",0.589649095,0.227322728,0.498459555,0.242329939,0,0,0.000576,0.000270455,0.958598726,0.390625,0.898107715,0.930139721,0,0.970128023,0.928782329,0.670442992,0.086492776,0.231744574,1
"('IRINOTECAN', 'TGFB1')",0.493979623,0.332661154,0.48463956,0.316950731,0,0,0.000144,6.72E-05,0.958598726,0.34375,0.890829694,0.925149701,0,0.904694168,0.928782329,0.677727206,0.086492776,0.092377584,1
"('IRINOTECAN', 'ISG15')",0,0,0,0,0.056398161,0.013613339,0,0,0.958598726,0.015625,0,0,0.900339751,0,0.928782329,0.746321747,0.086492776,0,1
"('IRINOTECAN', 'AREG')",0.500509239,0.151829746,0.479708933,0.159358831,0.001531991,0.000369791,0.0007,0.000446788,0.958598726,0.078125,0.876273654,0.915169661,0.964892412,0.948790896,0.928782329,0.752404238,0.086492776,0,1
"('IRINOTECAN', 'ERBB2')",0.647630262,0.65394257,0.649075666,0.710033901,0.065875632,0.015901002,0.0301,0.019762156,0.958598726,1,0.981077147,0.987025948,0.964892412,0.970128023,0.928782329,0.773588067,0.086492776,0.630828145,1
"('TOPOTECAN', 'TOP1')",0.405063291,0.104182024,0.328507683,0.071832043,0,0,0,0,0.955414013,0.171875,0.895196507,0.928143713,0,0,0.741076808,0.787041773,7.34E-05,0.371395191,1
"('DOXORUBICIN', 'TOP1')",0.484314805,0.177101355,0.466103511,0.130485723,0.007591957,0.002557181,0.00102,0.000438,0.904458599,0.171875,0.871906841,0.912175649,0.50396376,0.889046942,0.883040686,0.787041773,0.073459771,0.371395191,1
"('DOXORUBICIN', 'TOP2A')",0.777838929,0.901211233,0.740282047,0.810344686,0.001518391,0.000511436,0.00357,0.001081625,0.904458599,0.5,0.92139738,0.946107784,0.50396376,0.852062589,0.883040686,0.689366785,0.073459771,0.192665955,1
"('DOXORUBICIN', 'CBR1')",0.148406809,0.028413261,0.14526691,0.020530018,0,0,0.00119,0.000265183,0.904458599,0.0625,0.813682678,0.872255489,0,0.842105263,0.883040686,0.721588244,0.073459771,0,1
"('DOXORUBICIN', 'ATM')",0.397372216,0.154391992,0.401585275,0.187328454,0,0,0.00264,0.000687756,0.904458599,0.390625,0.892285298,0.926147705,0,0.904694168,0.883040686,0.670442992,0.073459771,0.231744574,1
"('DOXORUBICIN', 'TGFB1')",0.432067511,0.238087665,0.435438807,0.263589738,0,0,0.0033,0.000720562,0.904458599,0.34375,0.887918486,0.923153693,0,0.904694168,0.883040686,0.677727206,0.073459771,0.092377584,1
"('CYCLOPHOSPHAMIDE', 'TOP1')",0.361663653,0.120539989,0.360800137,0.082766787,0.020227984,0.004882613,0.00042,0.000197227,0.703821656,0.171875,0.780203785,0.849301397,0.404303511,0.79943101,0.928358325,0.787041773,0.166522163,0.371395191,1
"('CYCLOPHOSPHAMIDE', 'RBX1')",0.374544824,0.137110628,0.391405418,0.133112812,0.001685665,0.000406884,0.048384,0.010433314,0.703821656,0.109375,0.749636099,0.828343313,0.404303511,0.746799431,0.928358325,0.673082531,0.166522163,0.01300525,1
"('CYCLOPHOSPHAMIDE', 'CBR1')",0.110471807,0.018020439,0.112307747,0.025336978,0,0,0.00216,0.000858817,0.703821656,0.0625,0.745269287,0.825349301,0,0.765291607,0.928358325,0.721588244,0.166522163,0,1
"('CYCLOPHOSPHAMIDE', 'P85B')",0.133374498,0.048933125,0.136254514,0.043162417,0,0,0.01512,0.004799063,0.703821656,0.140625,0.780203785,0.849301397,0,0.746799431,0.928358325,0.769461577,0.166522163,0.028586688,1
"('CYCLOPHOSPHAMIDE', 'ATM')",0.456409342,0.148719832,0.471815564,0.152890631,0,0,0.00063,0.000293302,0.703821656,0.390625,0.800582242,0.863273453,0,0.79943101,0.928358325,0.670442992,0.166522163,0.231744574,1
"('CAFFEINE', 'TOP1')",0.376933897,0.084467777,0.351444699,0.095365267,0,0,0.001152,0.000239016,0.74522293,0.171875,0.799126638,0.862275449,0,0.817923186,0.768716982,0.787041773,0.012523342,0.371395191,1
"('CAFFEINE', 'PRKDC')",0,0,0,0,0,0,0,0,0.74522293,0.015625,0,0,0,0,0.768716982,0.666474156,0.012523342,0,1
"('CAFFEINE', 'ATM')",0.454962392,0.198617951,0.455284611,0.177480023,0,0,0.000432,8.96E-05,0.74522293,0.390625,0.819505095,0.876247505,0,0.817923186,0.768716982,0.670442992,0.012523342,0.231744574,1
"('CISPLATIN', 'TOP1')",0,0,0,0,0.095467221,0.028405311,0.00204,0.000487014,0.02866242,0.171875,0,0,0.603624009,0.497866287,0.708884577,0.787041773,0.736706247,0.371395191,1
"('CISPLATIN', 'NRG1')",0,0,0,0,0.001340586,0.000323589,0.015984,0.005556337,0.02866242,0.328125,0,0,0.465458664,0.432432432,0.708884577,0.819456773,0.736706247,0.069557667,1
"('CISPLATIN', 'FGFR1')",0,0,0,0,0.004021757,0.000970768,3.00E-05,1.05E-05,0.02866242,0.421875,0,0,0.465458664,0.485064011,0.708884577,0.732582129,0.736706247,1,1
"('CISPLATIN', 'ATP7B')",0,0,0,0,0,0,0.154512,0.030628393,0.02866242,0.0625,0,0,0,0.421052632,0.708884577,0.677826725,0.736706247,0,1
"('CISPLATIN', 'ATM')",0,0,0,0,0,0,0.000144,5.74E-05,0.02866242,0.390625,0,0,0,0.497866287,0.708884577,0.670442992,0.736706247,0.231744574,1
"('CISPLATIN', 'DNMT1')",0,0,0,0,0.006792356,0.001639533,0.004472,0.000873267,0.02866242,0.171875,0,0,0.159682899,0.446657183,0.708884577,0.66947063,0.736706247,0.028618966,1
"('CISPLATIN', 'GNAS1')",0,0,0,0,0.206138577,0.060569037,7.20E-05,1.52E-05,0.02866242,0.109375,0,0,0.599093998,0.280227596,0.708884577,0.776320216,0.736706247,0.060170666,1
"('CISPLATIN', 'COMT')",0,0,0,0,0.111277414,0.028940705,0.000459,8.96E-05,0.02866242,0.484375,0,0,0.603624009,0.330014225,0.708884577,0.763479986,0.736706247,0.207498405,1
"('CISPLATIN', 'EIF3A')",0,0,0,0,0.030074977,0.010571874,0.12528,0.024717047,0.02866242,0.03125,0,0,0.593431484,0.088193457,0.708884577,0.704087858,0.736706247,0,1
"('HEXYLRESORCINOL', 'TOP1')",0.007636439,0.002421585,0.234967919,0.033822765,0,0,0,0,0.305732484,0.171875,0.573508006,0.724550898,0,0,0.636500449,0.787041773,0.009732575,0.371395191,1
"('ETOPOSIDE', 'TOP2A')",0.796337193,0.664650451,0.599906286,0.541504003,0,0,0.00015,5.51E-05,0.665605096,0.5,0.812227074,0.871257485,0,0.788051209,0.716228272,0.689366785,0.049734959,0.192665955,1
"('ETOPOSIDE', 'FGFR1')",0.150914206,0.08989984,0.129718418,0.098588959,0,0,6.00E-05,1.64E-05,0.665605096,0.421875,0.781659389,0.850299401,0,0.769559033,0.716228272,0.732582129,0.049734959,1,1
"('ETOPOSIDE', 'ATM')",0.346800763,0.103746269,0.340937703,0.124146342,0,0,0.00198,0.000471588,0.665605096,0.390625,0.783114993,0.851297405,0,0.798008535,0.716228272,0.670442992,0.049734959,0.231744574,1
"('ETOPOSIDE', 'GDF15')",0.381821954,0.062283758,0.443773537,0.045252632,0.022197491,0.005358011,0,0,0.665605096,0.046875,0.491994178,0.651696607,0.394110985,0,0.716228272,0.660277499,0.049734959,0,1
"('ETOPOSIDE', 'TGFB1')",0.197902351,0.134005981,0.328507683,0.175360088,0.195337923,0.047150497,0.00198,0.000417106,0.665605096,0.34375,0.77874818,0.848303393,0.394110985,0.798008535,0.716228272,0.677727206,0.049734959,0.092377584,1
"('TENIPOSIDE', 'TOP2A')",0.597252895,0.605811792,0.483646806,0.515558903,0,0,0.004725,0.001010545,0.656050955,0.5,0.807860262,0.868263473,0,0.741109531,0.568564795,0.689366785,0.000303701,0.192665955,1
"('FINAFLOXACIN', 'TOP2A')",0.713080169,0.86127808,0.634967686,0.812419793,0,0,0,0,0.952229299,0.5,0.943231441,0.961077844,0,0,0.603851485,0.689366785,3.04E-05,0.192665955,1
"('VALRUBICIN', 'TOP2A')",0.558707988,0.791909219,0.516713059,0.789411617,0,0,0,0,0.958598726,0.5,0.946142649,0.963073852,0,0,0.605112326,0.689366785,3.04E-05,0.192665955,1
"('DEXRAZOXANE', 'TOP2A')",0.499753412,0.502646641,0.462888782,0.656642131,0,0,0,0,0.834394904,0.5,0.88937409,0.924151697,0,0,0.586362808,0.689366785,7.85E-05,0.192665955,1
"('EPIRUBICIN', 'TOP2A')",0.777838929,0.901211233,0.740282047,0.806436027,0.05474831,0.013215099,0.001134,0.000296817,0.904458599,0.5,0.92139738,0.946107784,0.499433749,0.894736842,0.778707221,0.689366785,0.033623326,0.192665955,1
"('EPIRUBICIN', 'RBX1')",0.451590831,0.142950218,0.427811095,0.158133939,0.023952385,0.005781606,0.018144,0.005745753,0.904458599,0.109375,0.838427948,0.889221557,0.499433749,0.746799431,0.778707221,0.673082531,0.033623326,0.01300525,1
"('EPIRUBICIN', 'P85B')",0.151532713,0.04417493,0.14056751,0.048745709,0.005126174,0.001237351,0.010206,0.002943566,0.904458599,0.140625,0.871906841,0.912175649,0.950169875,0.944523471,0.778707221,0.769461577,0.033623326,0.028586688,1
"('EPIRUBICIN', 'PAI1')",0.540851553,0.408409685,0.552359033,0.408297009,0,0,0,0,0.904458599,0.296875,0.88209607,0.919161677,0,0,0.778707221,0.677627716,0.033623326,0.071877664,1
"('EPIRUBICIN', 'ERBB2')",0.488458674,0.511479478,0.500814196,0.564398042,0.025630874,0.006186758,0.001134,0.000536614,0.904458599,1,0.956331878,0.97005988,0.950169875,0.944523471,0.778707221,0.773588067,0.033623326,0.630828145,1
"('MOXIFLOXACIN', 'TOP2A')",0.914205345,0.917754468,0.786810757,0.859669394,0,0,0,0,0.98089172,0.5,0.956331878,0.97005988,0,0,0.603536518,0.689366785,9.12E-05,0.192665955,1
"('ENOXACIN', 'TOP2A')",0.807389668,0.876656118,0.814061136,0.835923485,0,0,0,0,0.984076433,0.5,0.957787482,0.971057884,0,0,0.603851485,0.689366785,8.11E-05,0.192665955,1
"('DAUNORUBICIN CITRATE', 'TOP2A')",0.763162722,0.809635525,0.738009273,0.725100433,0,0,0,0,0.850318471,0.5,0.896652111,0.929141717,0,0,0.594444877,0.689366785,3.80E-05,0.192665955,1
